date	ouv	haut	bas	clot	vol	devise	
04/03/2025 00:00	450.5	463.739	448.49	449.2	1139043	USD	
05/03/2025 00:00	451	463.48	449.37	460.3	1175364	USD	
06/03/2025 00:00	462	463.5	453.41	461.38	687047	USD	
07/03/2025 00:00	458.76	477.31	458	473.69	1122043	USD	
10/03/2025 00:00	475.31	494.2	474.725	479.38	1217648	USD	
11/03/2025 00:00	477.33	477.66	466.54	468.93	734940	USD	
12/03/2025 00:00	465.98	466.82	456	461.43	661681	USD	
13/03/2025 00:00	460.33	468.52	459.86	467.93	627347	USD	
14/03/2025 00:00	466.81	469	461.96	466.27	486238	USD	
17/03/2025 00:00	464.23	472.27	462.83	467.61	568888	USD	
18/03/2025 00:00	468.315	471.6	465.39	469.55	488382	USD	
19/03/2025 00:00	471	475.69	466.77	470.59	554111	USD	
20/03/2025 00:00	468.87	469.902	464.21	466.395	462710	USD	
21/03/2025 00:00	479.67	481.5	432.51	439.77	3407027	USD	
24/03/2025 00:00	426	435.77	424.3	434.91	1509649	USD	
25/03/2025 00:00	436.15	443.99	433	442.03	792861	USD	
26/03/2025 00:00	444.44	451.2	443.075	444.83	716513	USD	
27/03/2025 00:00	445.13	448.144	440.235	442.1	854274	USD	
28/03/2025 00:00	442.07	445.76	439.67	441.5	794815	USD	
31/03/2025 00:00	442.34	451.06	440.74	446.46	907570	USD	
01/04/2025 00:00	447.24	451.25	444.48	448.44	520229	USD	
02/04/2025 00:00	447.32	455.92	445.34	452.87	593026	USD	
03/04/2025 00:00	453.43	461.815	450.8	454.77	968813	USD	
04/04/2025 00:00	450.2	454.925	432.159	432.22	1195285	USD	
07/04/2025 00:00	423.5	438.91	418.88	430.91	1048577	USD	
08/04/2025 00:00	448.435	451.39	437.59	443.55	1107856	USD	
09/04/2025 00:00	438.495	467.913	437.074	461.54	1012449	USD	
10/04/2025 00:00	460	469.1	450.38	463.67	899808	USD	
11/04/2025 00:00	464.5	478.01	460.32	474.5	767454	USD	
14/04/2025 00:00	472.87	478.62	467.594	475.3	530250	USD	
15/04/2025 00:00	474	475.34	468	469.26	755255	USD	
16/04/2025 00:00	477.2	482.816	474.625	477.09	894516	USD	
17/04/2025 00:00	457.34	469.67	449.042	464.2	1307092	USD	
21/04/2025 00:00	462.39	463.23	452.79	458.22	895717	USD	
22/04/2025 00:00	457.17	470.76	442.35	462.39	1607654	USD	
23/04/2025 00:00	467.91	470.85	457.722	463.26	548221	USD	
24/04/2025 00:00	465.39	467.59	460.16	466.74	535924	USD	
25/04/2025 00:00	469.985	478.46	467.9	477.88	780500	USD	
28/04/2025 00:00	478.6	483.79	474.29	476.3	692841	USD	
29/04/2025 00:00	475.98	479.3	473.35	475.74	438627	USD	
30/04/2025 00:00	476.81	478.6	471.13	477.66	507437	USD	
01/05/2025 00:00	476.79	479.44	473	477.95	570291	USD	
02/05/2025 00:00	484.81	491.07	467.51	472.74	1196541	USD	
05/05/2025 00:00	474	474.49	469.37	471.47	654853	USD	
06/05/2025 00:00	469.74	471.07	463.46	467.9	616857	USD	
07/05/2025 00:00	468.57	474.9	467.06	471.43	600215	USD	
08/05/2025 00:00	472.88	479	471.73	474.87	666016	USD	
09/05/2025 00:00	476.475	476.625	468.08	473.54	594653	USD	
12/05/2025 00:00	475	475	465.775	473.12	662961	USD	
13/05/2025 00:00	472.58	472.695	459.135	459.58	1023814	USD	
14/05/2025 00:00	460.995	461.8	445.06	449.11	1135869	USD	
15/05/2025 00:00	458.86	465.35	455.543	465.11	868113	USD	
16/05/2025 00:00	466.03	468.43	462.66	468.285	479424	USD	
19/05/2025 00:00	468.93	474.44	467.78	472.985	746814	USD	
20/05/2025 00:00	472.1	477.095	471.115	475.81	535844	USD	
21/05/2025 00:00	480.835	480.93	470.05	470.13	875139	USD	
22/05/2025 00:00	468.57	472.87	467.12	470.44	481450	USD	
23/05/2025 00:00	468.425	469.49	465.56	468.865	444519	USD	
27/05/2025 00:00	471.7	476.8	468.655	476.78	644463	USD	
28/05/2025 00:00	477.5	478.975	469	469.995	542102	USD	
29/05/2025 00:00	469.09	474.56	465.37	473.68	419975	USD	
30/05/2025 00:00	473.74	482.3	471.36	482.18	922142	USD	
02/06/2025 00:00	478.74	479.73	474	478.69	624322	USD	
03/06/2025 00:00	478.2	481.125	476.54	480.06	524074	USD	
04/06/2025 00:00	481.995	486.73	481.685	482.19	740111	USD	
05/06/2025 00:00	484.32	484.825	471.75	477.9	556320	USD	
06/06/2025 00:00	477.73	481.95	476.967	481.65	393443	USD	
09/06/2025 00:00	481.05	482.84	476.64	480.64	625876	USD	
10/06/2025 00:00	480.46	481.65	475.64	476.93	720448	USD	
11/06/2025 00:00	464	464.15	443.409	456.66	1963140	USD	
12/06/2025 00:00	457.05	469.22	456.604	469.16	886017	USD	
13/06/2025 00:00	479.86	488.3	473.35	486.29	1418493	USD	
16/06/2025 00:00	480.13	482.5	464.522	467.07	1430730	USD	
17/06/2025 00:00	471.4	481.584	467.5	479.24	1216350	USD	
18/06/2025 00:00	479.3	482.36	467.96	468.61	1044133	USD	
20/06/2025 00:00	469.48	474.31	461.435	470.68	871570	USD	
23/06/2025 00:00	472.9	482.37	468.53	472.43	1312729	USD	
24/06/2025 00:00	469.3	469.3	457.68	460.39	985172	USD	
25/06/2025 00:00	464.44	464.88	456.5	458.555	638707	USD	
26/06/2025 00:00	459.405	464.072	456.635	457.985	898439	USD	
27/06/2025 00:00	457.8	459.161	451.46	458.47	1016697	USD	
30/06/2025 00:00	459.37	463.82	457.875	462.93	596369	USD	
01/07/2025 00:00	463	469.44	460.16	465.85	698252	USD	
02/07/2025 00:00	466.475	466.925	458.74	462.58	602692	USD	
03/07/2025 00:00	463.9	465.05	461	462.98	411555	USD	
07/07/2025 00:00	464.01	470.55	461.93	469.22	646518	USD	
08/07/2025 00:00	465.55	466.624	460.65	462.95	596212	USD	
09/07/2025 00:00	464.9	465.986	460.205	463.02	468448	USD	
10/07/2025 00:00	460.55	466.48	456	464.5	686516	USD	
11/07/2025 00:00	464.5	468.21	461.82	467.43	724404	USD	
14/07/2025 00:00	469.48	474.76	468.01	473.69	984394	USD	
15/07/2025 00:00	473.505	473.94	468.55	470.21	549344	USD	
16/07/2025 00:00	469.53	472.6	466.411	471.33	521995	USD	
17/07/2025 00:00	471.75	474.4	467.71	469.33	471702	USD	
18/07/2025 00:00	469.5	471.11	460.97	463.92	678921	USD	
21/07/2025 00:00	464.5	467.36	461.06	461.06	792293	USD	
22/07/2025 00:00	423.42	437.45	410.15	410.71	4748912	USD	
23/07/2025 00:00	413.76	423.35	411	419.44	2287132	USD	
24/07/2025 00:00	421	426.884	420.13	420.71	1279003	USD	
25/07/2025 00:00	422.43	425.67	418.54	421.34	1169435	USD	
28/07/2025 00:00	425.73	428.86	421.18	421.37	1249392	USD	
29/07/2025 00:00	422.2	423.495	417.35	419.99	941016	USD	
30/07/2025 00:00	420.14	422.8	417.15	418.8	824059	USD	
31/07/2025 00:00	417.55	422.585	412.55	421.03	1104239	USD	
01/08/2025 00:00	419.88	423.96	417.1	421.07	909209	USD	
04/08/2025 00:00	420.37	424.6	419	423.85	814418	USD	
05/08/2025 00:00	423.99	430.07	421.86	428.39	865545	USD	
06/08/2025 00:00	427.58	436.62	427.58	434.74	861395	USD	
07/08/2025 00:00	431.83	434.79	428.05	430.95	764736	USD	
08/08/2025 00:00	431.91	433.39	423.91	425.7	739983	USD	
11/08/2025 00:00	426	427.82	424.12	426.44	664330	USD	
12/08/2025 00:00	425.5	431.59	425.195	431.57	768685	USD	
13/08/2025 00:00	432.09	443.45	431.975	442.57	955447	USD	
14/08/2025 00:00	439.43	443.655	434.92	437.32	969281	USD	
15/08/2025 00:00	438.28	441.425	436.46	437.61	908270	USD	
18/08/2025 00:00	440.42	443.77	439.13	440.69	584540	USD	
19/08/2025 00:00	439.82	444.44	438.6	440.85	615676	USD	
20/08/2025 00:00	440.74	447.05	440.74	446	610285	USD	
21/08/2025 00:00	445.33	448.49	444.7	447.19	538933	USD	
22/08/2025 00:00	449.6	452.53	444.86	446.24	841059	USD	
25/08/2025 00:00	446.8	448.75	445.15	447.72	507749	USD	
26/08/2025 00:00	450.08	456.37	447	455.67	1041054	USD	
27/08/2025 00:00	456.88	459.47	454	454.435	731015	USD	
28/08/2025 00:00	453.44	456.55	450.46	456.07	761210	USD	
29/08/2025 00:00	457	459.9	454.88	455.63	851175	USD	
02/09/2025 00:00	452.49	455.42	447.59	452.49	659498	USD	
03/09/2025 00:00	448.74	451.95	446.695	448.74	743189	USD	
04/09/2025 00:00	456.96	457.17	449.98	456.96	865128	USD	
05/09/2025 00:00	456.765	463.92	456.765	463.85	825185	USD	
08/09/2025 00:00	463.44	463.44	452.765	459.2	792254	USD	
09/09/2025 00:00	457.11	457.87	452.42	457.11	513015	USD	
10/09/2025 00:00	456.2	464.38	455.96	463.9	499140	USD	
11/09/2025 00:00	470.73	472.4	463.295	470.73	918465	USD	
12/09/2025 00:00	471.29	472.98	467.23	471.29	525212	USD	
15/09/2025 00:00	473.19	474.29	468.99	473.19	663546	USD	
16/09/2025 00:00	474.31	478.44	471.665	474.31	656658	USD	
17/09/2025 00:00	473.03	477.189	472.635	473.03	545948	USD	
18/09/2025 00:00	473.69	474.36	467.99	473.69	579367	USD	
19/09/2025 00:00	472.935	472.935	471.51	472.935	1164206	USD	
22/09/2025 00:00	480.495	482.075	480.495	480.495	700645	USD	
23/09/2025 00:00	480.9	486.73	479.34	486.73	556689	USD	
24/09/2025 00:00	486.24	495.18	485.51	486.24	683863	USD	
25/09/2025 00:00	484.445	490.745	484.06	484.445	614102	USD	
26/09/2025 00:00	487.85	490.75	484.57	487.34	476433	USD	
29/09/2025 00:00	492.15	498.986	489.3	492.15	764963	USD	
30/09/2025 00:00	499.09	499.79	499.09	499.09	640843	USD	
01/10/2025 00:00	497.83	504.07	495.165	498.88	552787	USD	
02/10/2025 00:00	499.27	503.555	497.055	499.27	477528	USD	
03/10/2025 00:00	504.25	506.8	499.245	504.25	520036	USD	
06/10/2025 00:00	514.15	515.43	514.15	514.15	764442	USD	
07/10/2025 00:00	514.2	515.96	509.135	510.98	517093	USD	
08/10/2025 00:00	513.84	515.5	511.27	513.84	438976	USD	
09/10/2025 00:00	507.67	515.191	503.81	507.67	530541	USD	
10/10/2025 00:00	505	513.45	500.54	505	689816	USD	
13/10/2025 00:00	502	507.43	500	503.62	451791	USD	
14/10/2025 00:00	505.06	507	499	505.06	581816	USD	
15/10/2025 00:00	499.58	504.815	485.69	499.58	1045895	USD	
16/10/2025 00:00	493.09	493.09	492	493.09	552248	USD	
17/10/2025 00:00	495.15	496.68	488.15	495.15	702641	USD	
20/10/2025 00:00	505.75	505.855	505.75	505.75	621001	USD	
21/10/2025 00:00	482.86	506.42	482.86	489.69	1425663	USD	
22/10/2025 00:00	487.125	487.125	482.77	487.125	890500	USD	
23/10/2025 00:00	488.07	493.39	486.605	488.07	762331	USD	
24/10/2025 00:00	491.1	491.415	484.075	485.34	682187	USD	
27/10/2025 00:00	486.86	487.31	479.878	486.86	750742	USD	
28/10/2025 00:00	485.76	489.4	483.62	485.76	500853	USD	
29/10/2025 00:00	485.35	488.817	483.666	485.35	491522	USD	
30/10/2025 00:00	489.74	494.46	489.74	489.74	567035	USD	
31/10/2025 00:00	492.19	493.61	486.05	492.19	565852	USD	
03/11/2025 00:00	488.15	491.51	484.825	488.15	481718	USD	
04/11/2025 00:00	484	488.44	481	484.92	561212	USD	
05/11/2025 00:00	473.34	485.845	473.16	473.34	808626	USD	
06/11/2025 00:00	469.005	473.97	466.115	469.005	624208	USD	
07/11/2025 00:00	468.65	469.405	456.2	458.13	1096756	USD	
10/11/2025 00:00	452.075	452.075	448.48	452.075	806958	USD	
11/11/2025 00:00	457.06	461.77	457.06	457.06	718217	USD	
12/11/2025 00:00	457.05	459.77	455.225	457.05	398590	USD	
13/11/2025 00:00	455.79	460.81	455.1	455.79	440352	USD	
14/11/2025 00:00	456.33	466.39	455.75	465.77	600814	USD	
17/11/2025 00:00	471.03	471.6	464.84	471.03	944024	USD	
18/11/2025 00:00	474.61	478.541	471.196	474.61	643594	USD	
19/11/2025 00:00	472.38	472.38	468.3	469.97	413825	USD	
20/11/2025 00:00	473.08	477.43	465.02	468.31	519838	USD	
21/11/2025 00:00	461.06	469.365	460	461.06	703217	USD	
24/11/2025 00:00	450.92	460.28	450.061	450.92	592690	USD	
25/11/2025 00:00	451.43	453.945	448.705	452.52	858202	USD	
26/11/2025 00:00	454.16	457.26	454.16	454.16	518860	USD	
28/11/2025 00:00	454.35	457.86	452.66	457.46	428974	USD	
01/12/2025 00:00	439.285	454.085	438.52	439.285	919600	USD	
02/12/2025 00:00	442.14	442.75	437.25	442.14	855577	USD	
03/12/2025 00:00	446.75	448.47	439.05	446.75	942123	USD	
04/12/2025 00:00	448.36	449.53	445.44	448.36	753887	USD	
05/12/2025 00:00	452.15	452.82	446.41	452.15	657124	USD	
08/12/2025 00:00	465.56	465.56	451.5	465.56	753118	USD	
09/12/2025 00:00	466.92	472.81	465	466.92	570585	USD	
10/12/2025 00:00	465.002	473.08	456.21	468.03	1134349	USD	
11/12/2025 00:00	474.94	479.63	474.94	474.94	478691	USD	
12/12/2025 00:00	480.25	480.81	470.87	480.25	686656	USD	
15/12/2025 00:00	484.58	484.77	477.235	484.58	472302	USD	
16/12/2025 00:00	476.99	476.99	473.86	476.99	626230	USD	
17/12/2025 00:00	471	476.875	462.25	474.93	1043504	USD	
18/12/2025 00:00	470.15	476.2	469	470.15	620688	USD	
19/12/2025 00:00	466.34	475.72	464.95	474.16	1000993	USD	
22/12/2025 00:00	483.62	485	483.62	483.62	581666	USD	
23/12/2025 00:00	482.53	484.95	481.22	482.53	378582	USD	
24/12/2025 00:00	484.73	491.18	484.5	485.9	263843	USD	
26/12/2025 00:00	485.74	487.06	481.18	483.21	271340	USD	
29/12/2025 00:00	488.93	489.43	488.93	488.93	437225	USD	
30/12/2025 00:00	489.61	491.69	487.94	488.15	450718	USD	
31/12/2025 00:00	489.475	489.68	483.56	483.755	325299	USD	
02/01/2026 00:00	497.01	497.16	476.65	497.01	591976	USD	
05/01/2026 00:00	511.54	515.85	511.54	511.54	1087188	USD	
06/01/2026 00:00	516.69	538.72	522.04	522.04	1541359	USD	
07/01/2026 00:00	496.82	532.375	496.001	496.82	2195509	USD	
08/01/2026 00:00	518.35	542.87	513.01	518.35	2160324	USD	
09/01/2026 00:00	527.57	546.07	526.945	542.89	1511173	USD	
12/01/2026 00:00	551.12	551.12	540.31	551.12	1773554	USD	
13/01/2026 00:00	558.29	563.19	551	558.29	1098378	USD	
14/01/2026 00:00	572.58	578.02	572.58	572.58	1370321	USD	
15/01/2026 00:00	578.36	579.59	561.01	578.36	1006677	USD	
16/01/2026 00:00	582.6	582.93	577.495	582.6	1062739	USD	
20/01/2026 00:00	576.63	584.9	573.39	576.63	721088	USD	
21/01/2026 00:00	586.18	588.97	586.18	586.18	1030135	USD	
